order_id,customer_id,product,quantity,price,order_date
ORD-001893,CUST-0153,wireless mouse,5,31.66,2024-01-19
ORD-003496,CUST-0274,monitor,4,398.02,2024-10-29
ORD-003221,CUST-0264,webcam,6,102.67,2024-01-19
ORD-004846,CUST-0015,laptop stand,6,46.24,2024-12-16
ORD-002312,CUST-0056,headset,5,81.46,2024-07-25
ORD-001280,CUST-0198,mechanical keyboard,3,140.1,2024-08-27
ORD-004485,CUST-0332,mechanical keyboard,2,162.68,2024-06-14
ORD-002979,CUST-0284,usb-c hub,4,28.47,2025-11-18
ORD-003126,CUST-0350,external ssd,4,78.15,2025-07-14
ORD-002128,CUST-0289,monitor,6,135.3,2024-06-21
ORD-003735,CUST-0053,mechanical keyboard,5,152.06,2024-08-30
ORD-004055,CUST-0130,usb-c hub,3,81.75,2024-04-23
ORD-002769,CUST-0364,external ssd,4,192.99,2024-05-08
ORD-003742,CUST-0286,wireless mouse,5,28.47,2024-07-19
ORD-002090,CUST-0131,desk lamp,4,49.75,2025-12-19
ORD-002618,CUST-0178,desk lamp,6,34.58,2024-03-22
ORD-004443,CUST-0293,notebook,8,7.21,2025-10-26
ORD-004337,CUST-0190,laptop stand,5,36.56,2024-12-21
ORD-002530,CUST-0201,usb-c hub,5,34.44,2025-02-04
ORD-004796,CUST-0254,mechanical keyboard,2,146.47,2024-05-30
ORD-004721,CUST-0255,external ssd,6,59.47,2025-03-14
ORD-002081,CUST-0148,notebook,5,14.31,2025-12-20
ORD-003594,CUST-0009,webcam,7,64.97,2025-01-22
ORD-003442,CUST-0042,notebook,6,3.8,2025-08-09
ORD-002672,CUST-0070,wireless mouse,1,32.07,2025-11-24
ORD-002957,CUST-0121,monitor,4,321.37,2025-02-14
ORD-004663,CUST-0070,mechanical keyboard,5,83.86,2025-08-01
ORD-000744,CUST-0167,monitor,5,408.04,2024-03-04
ORD-001415,CUST-0161,notebook,2,11.01,2024-10-03
ORD-000930,CUST-0267,mechanical keyboard,7,74.6,2024-06-22
ORD-002978,CUST-0141,headset,5,128.75,2024-04-02
ORD-003957,CUST-0008,external ssd,1,176.01,2024-04-29
ORD-004316,CUST-0362,notebook,2,9.23,2024-02-27
ORD-004340,CUST-0187,usb-c hub,2,50.19,2025-11-09
ORD-002923,CUST-0364,webcam,3,114.74,2024-06-11
ORD-000754,CUST-0356,external ssd,2,148.96,2025-09-07
ORD-004033,CUST-0025,mechanical keyboard,1,70.86,2024-04-18
ORD-000228,CUST-0337,webcam,6,31.0,2025-05-16
ORD-002993,CUST-0297,external ssd,5,132.13,2024-04-26
ORD-000207,CUST-0210,desk lamp,6,50.29,2024-02-14
ORD-000256,CUST-0018,headset,3,126.82,2024-09-27
ORD-003802,CUST-0253,wireless mouse,4,37.1,2025-09-21
ORD-003598,CUST-0168,headset,5,146.63,2025-11-20
ORD-002348,CUST-0098,desk lamp,3,39.9,2024-02-07
ORD-001822,CUST-0199,usb-c hub,5,59.31,2025-03-11
ORD-001510,CUST-0169,headset,6,137.93,2025-03-27
ORD-002920,CUST-0218,notebook,2,10.95,2025-09-20
ORD-001117,CUST-0355,usb-c hub,3,83.68,2024-07-06
ORD-000021,CUST-0181,desk lamp,2,39.92,2025-10-06
ORD-003715,CUST-0112,notebook,3,6.66,2025-04-18
ORD-000877,CUST-0257,monitor,6,420.31,2025-08-20
ORD-000297,CUST-0083,wireless mouse,8,28.65,2024-01-10
ORD-004773,CUST-0058,mechanical keyboard,6,81.66,2024-06-09
ORD-004243,CUST-0255,headset,3,104.64,2024-08-03
ORD-004807,CUST-0009,webcam,7,129.48,2024-08-24
ORD-001427,CUST-0117,external ssd,6,148.8,2025-02-24
ORD-000375,CUST-0310,desk lamp,2,36.37,2024-01-13
ORD-003530,CUST-0278,usb-c hub,2,54.77,2025-01-31
ORD-003219,CUST-0169,headset,5,87.91,2025-08-19
ORD-004775,CUST-0133,external ssd,1,45.88,2024-05-29
ORD-000518,CUST-0143,notebook,7,9.98,2024-12-23
ORD-001973,CUST-0008,monitor,5,390.76,2024-06-09
ORD-000488,CUST-0233,external ssd,7,181.87,2024-02-23
ORD-003399,CUST-0251,wireless mouse,5,25.32,2024-07-16
ORD-003773,CUST-0277,external ssd,1,195.92,2025-03-29
ORD-003053,CUST-0390,monitor,2,372.16,2025-08-12
ORD-002676,CUST-0142,usb-c hub,7,42.77,2024-09-09
ORD-000308,CUST-0018,headset,3,43.02,2024-02-09
ORD-002189,CUST-0179,wireless mouse,7,20.84,2024-09-22
ORD-000192,CUST-0188,external ssd,1,96.83,2025-11-12
ORD-004079,CUST-0142,monitor,3,284.18,2024-12-01
ORD-001030,CUST-0241,headset,8,86.96,2025-08-23
ORD-003774,CUST-0314,notebook,4,5.82,2024-12-26
ORD-000790,CUST-0048,wireless mouse,7,37.74,2024-04-18
ORD-001100,CUST-0255,notebook,8,8.52,2025-02-04
ORD-001719,CUST-0084,usb-c hub,4,81.84,2024-10-23
ORD-004778,CUST-0158,webcam,1,66.6,2024-12-01
ORD-002277,CUST-0230,wireless mouse,5,39.78,2024-11-29
ORD-003039,CUST-0352,external ssd,1,93.44,2025-07-10
ORD-001292,CUST-0312,monitor,4,437.86,2024-06-18
ORD-002392,CUST-0170,usb-c hub,6,64.16,2025-04-07
ORD-001265,CUST-0083,monitor,6,221.15,2024-06-25
ORD-002541,CUST-0252,headset,7,103.55,2024-10-06
ORD-003640,CUST-0344,headset,3,145.17,2025-11-02
ORD-000370,CUST-0185,wireless mouse,6,25.04,2024-04-29
ORD-004255,CUST-0050,external ssd,5,208.24,2025-12-11
ORD-002173,CUST-0398,webcam,8,88.57,2024-10-12
ORD-003383,CUST-0326,laptop stand,1,51.96,2025-01-06
ORD-002696,CUST-0231,webcam,8,66.41,2025-11-15
ORD-002039,CUST-0262,wireless mouse,3,35.1,2025-01-02
ORD-000131,CUST-0276,desk lamp,6,40.06,2025-04-21
ORD-002499,CUST-0213,usb-c hub,8,42.24,2024-03-09
ORD-000396,CUST-0021,desk lamp,2,39.14,2024-11-18
ORD-003932,CUST-0382,external ssd,1,162.44,2024-12-30
ORD-000237,CUST-0352,usb-c hub,4,68.34,2024-07-02
ORD-002797,CUST-0205,notebook,8,8.14,2024-01-10
ORD-002377,CUST-0035,wireless mouse,3,43.73,2024-09-19
ORD-002253,CUST-0060,wireless mouse,8,33.17,2024-06-06
ORD-002961,CUST-0281,desk lamp,1,61.83,2025-11-06
ORD-000929,CUST-0181,laptop stand,7,72.01,2025-05-19
ORD-004329,CUST-0028,external ssd,5,170.52,2024-06-03
ORD-001683,CUST-0232,desk lamp,7,43.29,2024-01-04
ORD-002655,CUST-0235,mechanical keyboard,2,174.95,2024-12-10
ORD-001751,CUST-0176,notebook,7,5.12,2025-05-14
ORD-003451,CUST-0377,laptop stand,6,43.43,2024-05-23
ORD-001291,CUST-0297,laptop stand,3,43.32,2024-09-30
ORD-001856,CUST-0062,mechanical keyboard,4,70.96,2024-05-21
ORD-004054,CUST-0323,external ssd,2,77.06,2025-12-27
ORD-004472,CUST-0329,desk lamp,3,25.93,2025-05-16
ORD-004456,CUST-0064,usb-c hub,1,38.93,2024-01-15
ORD-003134,CUST-0315,headset,6,27.11,2024-04-21
ORD-004528,CUST-0013,notebook,5,11.76,2025-10-30
ORD-000552,CUST-0019,external ssd,6,190.63,2024-04-11
ORD-001446,CUST-0053,headset,4,56.53,2024-07-22
ORD-001457,CUST-0234,desk lamp,8,53.65,2025-06-24
ORD-004184,CUST-0084,headset,3,118.59,2024-08-08
ORD-002589,CUST-0005,webcam,5,49.96,2025-04-25
ORD-004508,CUST-0313,wireless mouse,2,18.82,2024-02-20
ORD-001543,CUST-0133,external ssd,4,119.27,2025-12-19
ORD-003759,CUST-0030,mechanical keyboard,5,77.97,2025-05-29
ORD-001371,CUST-0200,monitor,8,442.37,2024-11-15
ORD-000857,CUST-0337,monitor,5,153.28,2024-02-12
ORD-000251,CUST-0312,laptop stand,6,61.73,2025-04-03
ORD-002568,CUST-0275,headset,2,87.61,2024-10-25
ORD-003154,CUST-0336,usb-c hub,4,73.48,2024-06-15
ORD-001705,CUST-0353,headset,7,62.1,2025-02-21
ORD-002752,CUST-0328,webcam,7,69.46,2024-01-06
ORD-002810,CUST-0243,laptop stand,6,62.58,2025-03-11
ORD-004499,CUST-0334,webcam,5,103.86,2025-05-17
ORD-001992,CUST-0093,monitor,5,162.12,2025-05-21
ORD-003421,CUST-0086,notebook,6,3.64,2025-09-23
ORD-000526,CUST-0232,desk lamp,3,37.94,2025-05-08
ORD-003810,CUST-0238,usb-c hub,8,87.97,2024-01-15
ORD-004354,CUST-0248,notebook,2,6.48,2025-09-25
ORD-001071,CUST-0128,usb-c hub,7,60.65,2024-12-06
ORD-001311,CUST-0008,monitor,1,272.42,2025-05-12
ORD-001392,CUST-0240,headset,8,151.68,2025-11-13
ORD-003618,CUST-0153,wireless mouse,5,21.1,2025-04-25
ORD-003012,CUST-0027,mechanical keyboard,4,138.26,2024-12-08
ORD-002170,CUST-0098,wireless mouse,4,26.67,2025-06-06
ORD-002198,CUST-0262,wireless mouse,5,17.84,2025-11-21
ORD-001101,CUST-0281,webcam,3,71.01,2024-12-22
ORD-004566,CUST-0028,mechanical keyboard,6,60.38,2025-04-17
ORD-002555,CUST-0148,laptop stand,5,35.18,2024-11-13
ORD-004633,CUST-0064,headset,2,35.4,2024-03-15
ORD-001199,CUST-0329,headset,6,70.58,2024-10-29
ORD-002921,CUST-0129,usb-c hub,4,88.74,2024-06-21
ORD-004529,CUST-0254,headset,8,159.15,2024-04-09
ORD-003490,CUST-0086,monitor,4,280.12,2024-06-28
ORD-003200,CUST-0198,laptop stand,8,33.07,2025-09-02
ORD-000588,CUST-0041,headset,8,62.44,2024-03-05
ORD-002830,CUST-0251,monitor,5,212.87,2024-09-13
ORD-003726,CUST-0133,external ssd,5,158.0,2024-06-28
ORD-001158,CUST-0351,headset,4,81.05,2024-09-30
ORD-000492,CUST-0008,webcam,6,73.88,2024-06-03
ORD-002761,CUST-0081,external ssd,4,76.85,2024-12-13
ORD-002986,CUST-0228,headset,7,137.64,2024-02-25
ORD-004418,CUST-0372,monitor,4,174.77,2025-12-01
ORD-001874,CUST-0098,headset,4,30.92,2024-05-07
ORD-000064,CUST-0390,desk lamp,3,40.8,2025-09-12
ORD-004280,CUST-0233,notebook,3,14.97,2024-03-25
ORD-004325,CUST-0332,mechanical keyboard,5,108.61,2024-09-28
ORD-002615,CUST-0303,headset,6,98.52,2024-07-28
ORD-004518,CUST-0102,monitor,8,419.9,2024-01-25
ORD-004224,CUST-0334,headset,7,106.77,2025-11-08
ORD-000028,CUST-0058,monitor,4,300.08,2024-01-13
ORD-002220,CUST-0082,wireless mouse,1,21.15,2024-10-18
ORD-003177,CUST-0036,laptop stand,3,39.58,2025-11-30
ORD-000937,CUST-0334,usb-c hub,7,68.91,2024-08-24
ORD-000092,CUST-0200,webcam,7,107.18,2025-08-14
ORD-003557,CUST-0288,desk lamp,1,42.54,2024-01-18
ORD-004842,CUST-0202,external ssd,5,140.96,2025-01-26
ORD-003246,CUST-0317,desk lamp,6,64.22,2025-06-21
ORD-002642,CUST-0053,external ssd,6,193.1,2024-01-04
ORD-001267,CUST-0226,webcam,3,74.5,2024-08-16
ORD-003491,CUST-0017,webcam,2,57.99,2024-01-23
ORD-002024,CUST-0160,monitor,6,354.79,2025-05-09
ORD-000697,CUST-0152,mechanical keyboard,8,171.26,2024-12-10
ORD-001985,CUST-0029,wireless mouse,8,18.59,2024-08-27
ORD-004745,CUST-0330,monitor,7,171.44,2025-08-14
ORD-001107,CUST-0335,monitor,8,364.27,2025-02-01
ORD-001290,CUST-0395,monitor,7,159.45,2024-09-23
ORD-000708,CUST-0205,webcam,7,120.31,2024-08-30
ORD-000887,CUST-0010,mechanical keyboard,7,136.28,2025-09-26
ORD-001906,CUST-0035,external ssd,1,100.89,2024-02-29
ORD-004124,CUST-0011,wireless mouse,2,34.78,2025-12-18
ORD-004828,CUST-0023,laptop stand,4,26.69,2024-10-19
ORD-004266,CUST-0361,headset,1,121.72,2024-01-16
ORD-003337,CUST-0265,usb-c hub,2,80.16,2024-07-31
ORD-000558,CUST-0046,usb-c hub,2,40.57,2025-06-10
ORD-001170,CUST-0131,external ssd,6,138.47,2024-12-02
ORD-003791,CUST-0062,desk lamp,6,39.05,2025-06-30
ORD-003417,CUST-0316,headset,2,39.51,2024-10-16
ORD-000254,CUST-0226,external ssd,1,70.27,2025-10-09
ORD-003441,CUST-0376,notebook,7,3.79,2025-01-15
ORD-000698,CUST-0358,external ssd,6,187.08,2024-10-20
ORD-001887,CUST-0069,monitor,2,120.45,2025-08-01
ORD-001047,CUST-0023,headset,3,46.32,2025-01-11
ORD-004268,CUST-0349,notebook,4,5.5,2025-01-25
ORD-002649,CUST-0054,external ssd,7,77.54,2025-03-29
ORD-003439,CUST-0122,monitor,3,185.71,2025-09-08
ORD-000113,CUST-0323,desk lamp,8,18.46,2025-02-11
ORD-001643,CUST-0245,desk lamp,4,59.52,2025-08-09
ORD-003329,CUST-0236,usb-c hub,6,79.21,2024-03-03
ORD-000326,CUST-0211,webcam,6,63.21,2024-03-25
ORD-000449,CUST-0287,wireless mouse,7,40.17,2025-07-30
ORD-001480,CUST-0270,mechanical keyboard,1,72.82,2024-09-17
ORD-000686,CUST-0353,laptop stand,5,43.53,2025-07-19
ORD-002259,CUST-0287,monitor,2,344.82,2024-11-07
ORD-002886,CUST-0380,webcam,2,127.58,2025-08-05
ORD-002308,CUST-0309,wireless mouse,7,23.31,2025-03-17
ORD-000916,CUST-0128,headset,5,156.45,2024-12-22
ORD-000397,CUST-0139,external ssd,4,68.28,2025-12-18
ORD-001363,CUST-0398,wireless mouse,3,32.0,2025-07-29
ORD-000613,CUST-0178,laptop stand,1,53.68,2025-04-19
ORD-002095,CUST-0263,external ssd,4,81.33,2025-08-04
ORD-001339,CUST-0165,usb-c hub,7,42.58,2025-08-31
ORD-004845,CUST-0384,desk lamp,2,38.01,2024-03-13
ORD-002103,CUST-0182,wireless mouse,4,35.45,2024-08-24
ORD-001626,CUST-0232,usb-c hub,1,37.16,2025-09-06
ORD-001503,CUST-0395,laptop stand,4,25.66,2025-10-02
ORD-000284,CUST-0088,notebook,8,9.8,2025-09-07
ORD-001278,CUST-0118,external ssd,1,141.17,2024-11-19
ORD-001927,CUST-0331,headset,8,84.21,2024-03-24
ORD-004690,CUST-0337,usb-c hub,3,27.62,2025-02-11
ORD-002427,CUST-0054,webcam,3,100.47,2024-07-23
ORD-004647,CUST-0200,webcam,1,119.05,2024-11-30
ORD-001746,CUST-0094,notebook,3,7.74,2024-06-09
ORD-004200,CUST-0013,mechanical keyboard,8,179.25,2024-06-19
ORD-004501,CUST-0090,mechanical keyboard,6,105.71,2024-08-09
ORD-001138,CUST-0199,usb-c hub,8,86.91,2024-11-16
ORD-000903,CUST-0040,monitor,5,239.22,2024-01-31
ORD-000564,CUST-0309,webcam,5,121.06,2025-10-09
ORD-001831,CUST-0375,monitor,6,145.54,2025-11-19
ORD-000714,CUST-0362,desk lamp,4,27.6,2025-10-22
ORD-003202,CUST-0053,usb-c hub,4,65.39,2025-03-17
ORD-001325,CUST-0368,wireless mouse,4,25.08,2024-03-27
ORD-000352,CUST-0092,external ssd,8,134.91,2025-01-27
ORD-002597,CUST-0137,notebook,2,6.8,2024-01-27
ORD-003384,CUST-0100,usb-c hub,7,54.29,2025-10-11
ORD-001356,CUST-0060,mechanical keyboard,6,90.9,2025-05-08
ORD-000243,CUST-0021,notebook,6,13.33,2024-11-26
ORD-004783,CUST-0089,desk lamp,2,43.48,2024-01-28
ORD-000549,CUST-0012,notebook,7,6.89,2025-07-24
ORD-003968,CUST-0374,headset,5,82.28,2025-01-06
ORD-000242,CUST-0300,mechanical keyboard,7,74.25,2025-12-24
ORD-002580,CUST-0277,usb-c hub,3,46.4,2024-07-12
ORD-004367,CUST-0035,usb-c hub,3,82.43,2025-11-10
ORD-002640,CUST-0052,desk lamp,4,59.08,2024-05-11
ORD-000184,CUST-0396,mechanical keyboard,6,65.04,2024-02-18
ORD-003580,CUST-0352,notebook,6,10.15,2024-03-22
ORD-000777,CUST-0333,external ssd,8,189.1,2024-05-06
ORD-002805,CUST-0399,external ssd,1,47.26,2025-04-29
ORD-000988,CUST-0052,desk lamp,4,55.3,2024-12-03
ORD-002178,CUST-0195,wireless mouse,8,27.65,2024-11-03
ORD-003884,CUST-0303,notebook,2,7.39,2025-12-17
ORD-000195,CUST-0068,webcam,1,91.6,2025-06-07
ORD-000205,CUST-0257,laptop stand,4,61.31,2025-05-02
ORD-003097,CUST-0151,mechanical keyboard,1,63.21,2025-08-05
ORD-002432,CUST-0044,external ssd,6,117.68,2024-03-09
ORD-000531,CUST-0119,wireless mouse,1,38.76,2024-10-20
ORD-004496,CUST-0224,notebook,7,6.69,2025-07-14
ORD-003116,CUST-0308,laptop stand,3,43.27,2025-07-24
ORD-001235,CUST-0308,desk lamp,1,33.25,2025-12-04
ORD-002809,CUST-0323,headset,5,96.02,2025-05-28
ORD-000281,CUST-0106,mechanical keyboard,5,86.53,2025-12-09
ORD-004712,CUST-0069,headset,8,52.75,2024-03-14
ORD-003480,CUST-0352,wireless mouse,5,25.76,2025-05-04
ORD-000812,CUST-0149,mechanical keyboard,5,138.52,2025-12-31
ORD-000604,CUST-0020,headset,6,146.05,2024-11-23
ORD-004318,CUST-0186,desk lamp,3,44.03,2025-08-21
ORD-001782,CUST-0060,laptop stand,7,21.21,2025-08-19
ORD-004366,CUST-0214,laptop stand,3,22.06,2025-07-28
ORD-003677,CUST-0008,wireless mouse,4,31.42,2024-08-13
ORD-002970,CUST-0399,monitor,6,384.9,2024-07-02
ORD-002443,CUST-0372,monitor,1,208.64,2025-05-22
ORD-000107,CUST-0172,desk lamp,5,51.69,2024-05-31
ORD-003531,CUST-0151,notebook,2,8.06,2024-06-25
ORD-003438,CUST-0001,headset,7,132.04,2025-05-23
ORD-003058,CUST-0093,usb-c hub,1,56.58,2024-09-11
ORD-002856,CUST-0193,monitor,1,175.31,2024-09-28
ORD-003359,CUST-0176,notebook,6,8.22,2025-02-22
ORD-003150,CUST-0173,webcam,5,108.77,2024-02-22
ORD-000142,CUST-0102,desk lamp,6,42.12,2025-08-03
ORD-002904,CUST-0366,wireless mouse,8,42.59,2025-06-07
ORD-001297,CUST-0285,headset,1,35.49,2024-04-07
ORD-004228,CUST-0382,external ssd,5,52.53,2025-12-12
ORD-004789,CUST-0030,usb-c hub,3,29.12,2025-09-26
ORD-004718,CUST-0196,notebook,3,11.69,2024-07-29
ORD-004072,CUST-0206,webcam,7,44.58,2025-09-19
ORD-004211,CUST-0257,usb-c hub,8,64.66,2025-11-25
ORD-002477,CUST-0182,webcam,3,86.83,2025-01-01
ORD-002547,CUST-0125,laptop stand,1,57.34,2024-01-25
ORD-001130,CUST-0163,headset,1,151.67,2024-12-14
ORD-002145,CUST-0180,monitor,7,174.37,2024-09-06
ORD-004755,CUST-0212,external ssd,4,128.88,2025-09-22
ORD-002758,CUST-0389,monitor,5,427.74,2024-03-30
ORD-002342,CUST-0233,monitor,8,419.47,2025-08-18
ORD-000568,CUST-0094,laptop stand,2,73.77,2025-12-26
ORD-000620,CUST-0071,notebook,6,8.44,2024-05-04
ORD-000386,CUST-0369,usb-c hub,6,73.96,2024-06-13
ORD-002955,CUST-0209,laptop stand,2,68.93,2024-11-01
ORD-002301,CUST-0221,notebook,8,3.07,2025-10-20
ORD-002823,CUST-0149,headset,5,155.58,2025-10-21
ORD-003708,CUST-0249,wireless mouse,7,18.77,2025-08-23
ORD-002015,CUST-0264,laptop stand,1,38.53,2024-07-07
ORD-004672,CUST-0190,external ssd,4,123.66,2024-03-18
ORD-004680,CUST-0054,notebook,5,12.8,2025-06-12
ORD-002418,CUST-0343,monitor,6,438.38,2025-10-01
ORD-002764,CUST-0372,monitor,6,312.25,2025-04-28
ORD-001708,CUST-0382,monitor,3,379.75,2025-03-18
ORD-002942,CUST-0080,mechanical keyboard,1,83.61,2024-02-19
ORD-003450,CUST-0247,headset,3,56.96,2024-04-24
ORD-000795,CUST-0097,monitor,4,308.01,2024-04-29
ORD-002572,CUST-0084,webcam,8,111.39,2025-09-11
ORD-001180,CUST-0159,usb-c hub,4,72.7,2024-11-17
ORD-003024,CUST-0080,headset,2,89.15,2025-06-07
ORD-000632,CUST-0139,external ssd,6,185.89,2024-03-29
ORD-000428,CUST-0064,notebook,5,7.44,2025-01-07
ORD-003915,CUST-0252,notebook,3,9.84,2024-03-21
ORD-004078,CUST-0027,laptop stand,6,49.69,2024-02-01
ORD-004140,CUST-0047,notebook,5,12.32,2025-04-03
ORD-002971,CUST-0276,external ssd,7,169.93,2024-10-30
ORD-004527,CUST-0373,desk lamp,2,48.37,2025-04-14
ORD-000896,CUST-0242,webcam,6,106.51,2024-04-25
ORD-000070,CUST-0127,webcam,8,72.29,2025-10-23
ORD-003446,CUST-0139,monitor,1,330.22,2025-04-24
ORD-003909,CUST-0259,webcam,8,76.34,2024-03-04
ORD-001189,CUST-0277,laptop stand,7,38.72,2025-10-18
ORD-004051,CUST-0255,monitor,7,314.78,2025-10-25
ORD-002133,CUST-0283,headset,6,126.11,2024-09-12
ORD-000936,CUST-0134,headset,2,154.79,2024-03-17
ORD-004007,CUST-0073,laptop stand,1,54.35,2025-09-24
ORD-003525,CUST-0133,desk lamp,1,47.63,2024-08-27
ORD-003061,CUST-0348,external ssd,4,115.48,2024-10-09
ORD-004616,CUST-0225,external ssd,1,192.09,2025-07-18
ORD-001997,CUST-0346,usb-c hub,4,85.35,2025-10-23
ORD-001601,CUST-0341,desk lamp,4,57.19,2024-04-30
ORD-001242,CUST-0275,usb-c hub,6,48.05,2024-03-26
ORD-004592,CUST-0003,external ssd,1,96.65,2024-05-08
ORD-001714,CUST-0038,wireless mouse,5,36.05,2025-12-24
ORD-000530,CUST-0315,usb-c hub,2,86.36,2025-04-21
ORD-004461,CUST-0022,monitor,8,193.02,2025-08-03
ORD-001797,CUST-0143,headset,5,91.38,2025-11-05
ORD-002796,CUST-0251,external ssd,1,123.83,2024-12-19
ORD-003796,CUST-0211,headset,7,67.44,2024-04-13
ORD-001823,CUST-0020,notebook,3,3.95,2024-10-20
ORD-000056,CUST-0020,external ssd,1,198.21,2024-09-29
ORD-004536,CUST-0139,monitor,8,355.54,2025-07-12
ORD-004438,CUST-0018,desk lamp,5,38.26,2025-07-14
ORD-004465,CUST-0260,headset,4,61.91,2024-10-20
ORD-004010,CUST-0111,external ssd,7,68.65,2024-04-04
ORD-001618,CUST-0199,monitor,3,245.3,2025-09-08
ORD-001269,CUST-0195,wireless mouse,7,30.0,2025-11-15
ORD-001596,CUST-0082,monitor,7,171.55,2024-11-17
ORD-000729,CUST-0360,webcam,3,62.88,2025-06-20
ORD-003252,CUST-0319,usb-c hub,5,77.43,2024-11-16
ORD-001836,CUST-0151,wireless mouse,1,33.76,2025-04-11
ORD-004024,CUST-0097,webcam,1,86.86,2024-12-07
ORD-004319,CUST-0210,usb-c hub,6,58.13,2025-07-14
ORD-000811,CUST-0074,usb-c hub,7,78.36,2024-10-07
ORD-002146,CUST-0377,notebook,4,13.64,2025-01-03
ORD-004368,CUST-0119,usb-c hub,6,62.54,2024-08-27
ORD-004071,CUST-0112,desk lamp,4,30.16,2024-08-08
ORD-004161,CUST-0133,external ssd,5,159.58,2025-11-17
ORD-003656,CUST-0023,desk lamp,7,23.65,2024-12-12
ORD-001578,CUST-0257,desk lamp,8,35.05,2025-07-21
ORD-004151,CUST-0040,laptop stand,2,23.26,2024-10-15
ORD-004670,CUST-0267,external ssd,6,164.72,2025-02-28
ORD-000146,CUST-0365,wireless mouse,2,27.67,2024-02-04
ORD-002267,CUST-0023,webcam,3,50.54,2024-01-22
ORD-002853,CUST-0149,monitor,8,392.57,2025-09-29
ORD-000995,CUST-0094,desk lamp,7,25.73,2025-10-06
ORD-001523,CUST-0388,laptop stand,3,46.47,2024-09-22
ORD-000451,CUST-0036,webcam,3,96.05,2025-03-16
ORD-000944,CUST-0245,webcam,5,78.91,2024-02-14
ORD-000678,CUST-0244,usb-c hub,1,78.64,2025-02-06
ORD-002052,CUST-0381,external ssd,7,69.03,2024-10-07
ORD-003959,CUST-0289,headset,1,143.72,2024-01-30
ORD-002489,CUST-0348,laptop stand,8,50.44,2024-01-15
ORD-000091,CUST-0376,notebook,1,11.73,2025-09-25
ORD-004490,CUST-0058,headset,1,89.39,2025-10-16
ORD-003483,CUST-0144,headset,4,29.92,2024-12-18
ORD-000820,CUST-0022,headset,4,80.09,2025-11-19
ORD-001613,CUST-0362,monitor,2,133.63,2025-03-02
ORD-004788,CUST-0042,desk lamp,8,49.81,2025-12-03
ORD-003205,CUST-0343,usb-c hub,8,47.87,2024-04-02
ORD-000309,CUST-0060,headset,6,83.21,2025-04-18
ORD-001129,CUST-0362,headset,2,26.72,2025-04-24
ORD-000927,CUST-0368,headset,7,44.1,2024-08-27
ORD-000747,CUST-0289,notebook,3,12.28,2024-03-21
