order_id,customer_id,product,quantity,price,order_date
ORD-003442,CUST-0042,NOTEBOOK,6,3.80,"Aug 09, 2025"
ORD-002672,CUST-0070,wireless mouse,1,32.07,2025-11-24
ORD-002957,CUST-0121,Monitor,4,321.37,14/02/2025
ORD-004663,CUST-0070, mechanical keyboard ,5,83.86,01-08-2025
ORD-000744,CUST-0167,monitor,5,408.04,2024-04-03
ORD-001415,CUST-0161, notebook ,2,11.01,03-10-2024
ORD-002828,,monitor,7,428.05,2025-11-27
ORD-000930,CUST-0267,MECHANICAL KEYBOARD,7,74.60,"Jun 22, 2024"
ORD-002978,CUST-0141,HEADSET,5,128.75,"Apr 02, 2024"
ORD-003957,CUST-0008,External Ssd,1,176.01,29/04/2024
ORD-004316,CUST-0362,notebook,2,9.23,2024-02-27
ORD-004340,CUST-0187,usb-c hub,2,50.19,2025-09-11
ORD-002923,CUST-0364, webcam ,3,114.74,11-06-2024
ORD-000754,CUST-0356,EXTERNAL SSD,2,148.96,"Sep 07, 2025"
ORD-004033,CUST-0025,Mechanical Keyboard,1,70.86,18/04/2024
ORD-000228,CUST-0337,webcam,6,31.00,2025-05-16
ORD-002993,CUST-0297,External Ssd,5,132.13,26/04/2024
ORD-000207,CUST-0210, desk lamp ,6,50.29,02-14-2024
ORD-000256,CUST-0018,headset,3,126.82,2024-09-27
ORD-003802,CUST-0253,WIRELESS MOUSE,4,37.10,"Sep 21, 2025"
ORD-003598,CUST-0168,HEADSET,5,146.63,"Nov 20, 2025"
ORD-002348,CUST-0098,desk lamp,3,39.90,2024-07-02
ORD-001822,CUST-0199,USB-C HUB,5,59.31,"Mar 11, 2025"
ORD-001510,CUST-0169,HEADSET,6,137.93,"Mar 27, 2025"
ORD-002920,CUST-0218,notebook,2,10.95,2025-09-20
ORD-001117,CUST-0355,Usb-C Hub,3,83.68,06/07/2024
ORD-000021,CUST-0181,Desk Lamp,2,39.92,06/10/2025
ORD-003715,CUST-0112, notebook ,3,6.66,04-18-2025
ORD-000877,CUST-0257,Monitor,6,420.31,20/08/2025
ORD-000297,CUST-0083,Wireless Mouse,8,28.65,10/01/2024
ORD-004773,CUST-0058,Mechanical Keyboard,6,81.66,09/06/2024
ORD-004243,CUST-0255, headset ,3,104.64,03-08-2024
ORD-004807,CUST-0009, webcam ,7,129.48,08-24-2024
ORD-001427,CUST-0117, external ssd ,6,148.80,02-24-2025
ORD-000375,CUST-0310, desk lamp ,2,36.37,01-13-2024
ORD-003530,CUST-0278,USB-C HUB,2,54.77,"Jan 31, 2025"
ORD-003219,CUST-0169, headset ,5,87.91,08-19-2025
ORD-004775,CUST-0133, external ssd ,1,45.88,05-29-2024
ORD-000518,CUST-0143,NOTEBOOK,7,9.98,"Dec 23, 2024"
ORD-001973,CUST-0008,Monitor,5,390.76,09/06/2024
ORD-000488,CUST-0233,external ssd,7,181.87,2024-02-23
ORD-003399,CUST-0251, wireless mouse ,5,25.32,07-16-2024
ORD-003773,CUST-0277,External Ssd,1,195.92,29/03/2025
ORD-003053,CUST-0390,Monitor,2,372.16,12/08/2025
ORD-002676,CUST-0142,usb-c hub,7,42.77,2024-09-09
ORD-000308,CUST-0018,headset,3,43.02,2024-09-02
ORD-002189,CUST-0179,Wireless Mouse,7,20.84,22/09/2024
ORD-000192,CUST-0188,external ssd,1,96.83,2025-12-11
ORD-004079,CUST-0142, monitor ,3,284.18,01-12-2024
ORD-001030,CUST-0241,HEADSET,8,86.96,"Aug 23, 2025"
ORD-001781,CUST-0273,,1,58.30,13/08/2025
ORD-003774,CUST-0314,NOTEBOOK,4,5.82,"Dec 26, 2024"
ORD-000790,CUST-0048,WIRELESS MOUSE,7,37.74,"Apr 18, 2024"
ORD-001100,CUST-0255,notebook,8,8.52,2025-04-02
ORD-001719,CUST-0084, usb-c hub ,4,81.84,10-23-2024
ORD-004778,CUST-0158,WEBCAM,1,66.60,"Dec 01, 2024"
ORD-002277,CUST-0230,Wireless Mouse,5,39.78,29/11/2024
ORD-003039,CUST-0352, external ssd ,1,93.44,10-07-2025
ORD-001292,CUST-0312,monitor,4,437.86,2024-06-18
ORD-002392,CUST-0170,usb-c hub,6,64.16,2025-07-04
ORD-001265,CUST-0083,Monitor,6,221.15,25/06/2024
ORD-000447,CUST-0112, headset ,,50.88,10-09-2024
ORD-002541,CUST-0252,Headset,7,103.55,06/10/2024
ORD-003640,CUST-0344,headset,3,145.17,2025-02-11
ORD-000370,CUST-0185,WIRELESS MOUSE,6,25.04,"Apr 29, 2024"
ORD-004255,CUST-0050, external ssd ,5,208.24,11-12-2025
ORD-002173,CUST-0398,Webcam,8,88.57,12/10/2024
ORD-003383,CUST-0326, laptop stand ,1,51.96,06-01-2025
ORD-002696,CUST-0231,webcam,8,66.41,2025-11-15
ORD-002039,CUST-0262, wireless mouse ,3,35.10,02-01-2025
ORD-000131,CUST-0276, desk lamp ,6,40.06,04-21-2025
ORD-002499,CUST-0213, usb-c hub ,8,42.24,09-03-2024
ORD-004321,CUST-0323,External Ssd,,74.67,23/01/2025
ORD-000396,CUST-0021,desk lamp,2,39.14,2024-11-18
ORD-003932,CUST-0382,external ssd,1,162.44,2024-12-30
ORD-000237,CUST-0352,Usb-C Hub,4,68.34,02/07/2024
ORD-002797,CUST-0205,Notebook,8,8.14,10/01/2024
ORD-002377,CUST-0035,Wireless Mouse,3,43.73,19/09/2024
ORD-002253,CUST-0060,Wireless Mouse,8,33.17,06/06/2024
ORD-002961,CUST-0281,Desk Lamp,1,61.83,06/11/2025
ORD-000929,CUST-0181,Laptop Stand,7,72.01,19/05/2025
ORD-004329,CUST-0028,External Ssd,5,170.52,03/06/2024
ORD-001683,CUST-0232, desk lamp ,7,43.29,04-01-2024
ORD-002655,CUST-0235, mechanical keyboard ,2,174.95,10-12-2024
ORD-001751,CUST-0176, notebook ,7,5.12,05-14-2025
ORD-003451,CUST-0377, laptop stand ,6,43.43,05-23-2024
ORD-001291,CUST-0297, laptop stand ,3,43.32,09-30-2024
ORD-001856,CUST-0062,mechanical keyboard,4,70.96,2024-05-21
ORD-004054,CUST-0323,EXTERNAL SSD,2,77.06,"Dec 27, 2025"
ORD-004472,CUST-0329,desk lamp,3,25.93,2025-05-16
ORD-004456,CUST-0064,usb-c hub,1,38.93,2024-01-15
ORD-003134,CUST-0315,HEADSET,6,27.11,"Apr 21, 2024"
ORD-004528,CUST-0013,notebook,5,11.76,2025-10-30
ORD-000552,CUST-0019,external ssd,6,190.63,2024-11-04
ORD-001446,CUST-0053,HEADSET,4,56.53,"Jul 22, 2024"
ORD-001457,CUST-0234,Desk Lamp,8,53.65,24/06/2025
ORD-004184,CUST-0084,headset,3,118.59,2024-08-08
ORD-002589,CUST-0005,Webcam,5,49.96,25/04/2025
ORD-000303,, desk lamp ,2,55.24,09-18-2025
ORD-004508,CUST-0313,wireless mouse,2,18.82,2024-02-20
ORD-001543,CUST-0133, external ssd ,4,119.27,12-19-2025
ORD-003759,CUST-0030, mechanical keyboard ,5,77.97,05-29-2025
ORD-001371,CUST-0200, monitor ,8,442.37,11-15-2024
ORD-000857,CUST-0337,Monitor,5,153.28,12/02/2024
ORD-000251,CUST-0312, laptop stand ,6,61.73,03-04-2025
ORD-002568,CUST-0275,headset,2,87.61,2024-10-25
ORD-003154,CUST-0336,USB-C HUB,4,73.48,"Jun 15, 2024"
ORD-001705,CUST-0353,Headset,7,62.10,21/02/2025
ORD-002752,CUST-0328,webcam,7,69.46,2024-06-01
ORD-002810,CUST-0243,LAPTOP STAND,6,62.58,"Mar 11, 2025"
ORD-004499,CUST-0334, webcam ,5,103.86,05-17-2025
ORD-001992,CUST-0093,monitor,5,162.12,2025-05-21
ORD-003421,CUST-0086,Notebook,6,3.64,23/09/2025
ORD-000526,CUST-0232,DESK LAMP,3,37.94,"May 08, 2025"
ORD-003810,CUST-0238,USB-C HUB,8,87.97,"Jan 15, 2024"
ORD-004354,CUST-0248,NOTEBOOK,2,6.48,"Sep 25, 2025"
ORD-001071,CUST-0128, usb-c hub ,7,60.65,06-12-2024
ORD-001311,CUST-0008, monitor ,1,272.42,12-05-2025
ORD-001392,CUST-0240,headset,8,151.68,2025-11-13
ORD-003618,CUST-0153,WIRELESS MOUSE,5,21.10,"Apr 25, 2025"
ORD-003012,CUST-0027,mechanical keyboard,4,138.26,2024-08-12
ORD-002170,CUST-0098,WIRELESS MOUSE,4,26.67,"Jun 06, 2025"
ORD-002198,CUST-0262,WIRELESS MOUSE,5,17.84,"Nov 21, 2025"
ORD-001101,CUST-0281,Webcam,3,71.01,22/12/2024
ORD-004566,CUST-0028,MECHANICAL KEYBOARD,6,60.38,"Apr 17, 2025"
ORD-002555,CUST-0148, laptop stand ,5,35.18,11-13-2024
ORD-004633,CUST-0064,Headset,2,35.40,15/03/2024
ORD-001199,CUST-0329, headset ,6,70.58,10-29-2024
ORD-002921,CUST-0129,Usb-C Hub,4,88.74,21/06/2024
ORD-004529,CUST-0254,Headset,8,159.15,09/04/2024
ORD-003490,CUST-0086,MONITOR,4,280.12,"Jun 28, 2024"
ORD-003200,CUST-0198,laptop stand,8,33.07,2025-02-09
ORD-000588,CUST-0041,headset,8,62.44,2024-05-03
ORD-002830,CUST-0251,MONITOR,5,212.87,"Sep 13, 2024"
ORD-003726,CUST-0133,EXTERNAL SSD,5,158.00,"Jun 28, 2024"
ORD-001158,CUST-0351,HEADSET,4,81.05,"Sep 30, 2024"
ORD-000492,CUST-0008,webcam,6,73.88,2024-03-06
ORD-000801,CUST-0021,Monitor,3,130.59,
ORD-002761,CUST-0081,External Ssd,4,76.85,13/12/2024
ORD-002986,CUST-0228,HEADSET,7,137.64,"Feb 25, 2024"
ORD-004418,CUST-0372,MONITOR,4,174.77,"Dec 01, 2025"
ORD-001874,CUST-0098,HEADSET,4,30.92,"May 07, 2024"
ORD-000064,CUST-0390,desk lamp,3,40.80,2025-12-09
ORD-004280,CUST-0233,notebook,3,14.97,2024-03-25
ORD-004325,CUST-0332,Mechanical Keyboard,5,108.61,28/09/2024
ORD-002615,CUST-0303, headset ,6,98.52,07-28-2024
ORD-004518,CUST-0102,MONITOR,8,419.90,"Jan 25, 2024"
ORD-004224,CUST-0334,headset,7,106.77,2025-08-11
ORD-001490,CUST-0214,MECHANICAL KEYBOARD,,172.50,"Mar 13, 2025"
ORD-003737,,Laptop Stand,7,72.08,30/06/2024
ORD-000028,CUST-0058,monitor,4,300.08,2024-01-13
ORD-002220,CUST-0082,wireless mouse,1,21.15,2024-10-18
ORD-003177,CUST-0036,Laptop Stand,3,39.58,30/11/2025
ORD-000937,CUST-0334,Usb-C Hub,7,68.91,24/08/2024
ORD-000092,CUST-0200,webcam,7,107.18,2025-08-14
ORD-003557,CUST-0288,Desk Lamp,1,42.54,18/01/2024
ORD-004842,CUST-0202,EXTERNAL SSD,5,140.96,"Jan 26, 2025"
ORD-003246,CUST-0317,DESK LAMP,6,64.22,"Jun 21, 2025"
ORD-002642,CUST-0053,EXTERNAL SSD,6,193.10,"Jan 04, 2024"
ORD-001267,CUST-0226, webcam ,3,74.50,08-16-2024
ORD-003491,CUST-0017, webcam ,2,57.99,01-23-2024
ORD-002024,CUST-0160,monitor,6,354.79,2025-09-05
ORD-000697,CUST-0152,Mechanical Keyboard,8,171.26,10/12/2024
ORD-001985,CUST-0029,Wireless Mouse,8,18.59,27/08/2024
ORD-004745,CUST-0330,Monitor,7,171.44,14/08/2025
ORD-001107,CUST-0335, monitor ,8,364.27,01-02-2025
ORD-001290,CUST-0395,MONITOR,7,159.45,"Sep 23, 2024"
ORD-000708,CUST-0205,webcam,7,120.31,2024-08-30
ORD-000887,CUST-0010, mechanical keyboard ,7,136.28,09-26-2025
ORD-001906,CUST-0035,EXTERNAL SSD,1,100.89,"Feb 29, 2024"
ORD-004124,CUST-0011,wireless mouse,2,34.78,2025-12-18
ORD-004023,CUST-0198, desk lamp ,,35.47,11-26-2025
ORD-004828,CUST-0023,laptop stand,4,26.69,2024-10-19
ORD-004266,CUST-0361,HEADSET,1,121.72,"Jan 16, 2024"
ORD-003337,CUST-0265,Usb-C Hub,2,80.16,31/07/2024
ORD-000558,CUST-0046,USB-C HUB,2,40.57,"Jun 10, 2025"
ORD-001170,CUST-0131,EXTERNAL SSD,6,138.47,"Dec 02, 2024"
ORD-003791,CUST-0062, desk lamp ,6,39.05,06-30-2025
ORD-003417,CUST-0316,Headset,2,39.51,16/10/2024
ORD-003181,CUST-0122,External Ssd,1,112.78,02/11/2024
ORD-000254,CUST-0226,EXTERNAL SSD,1,70.27,"Oct 09, 2025"
ORD-003441,CUST-0376,Notebook,7,3.79,15/01/2025
ORD-000698,CUST-0358,EXTERNAL SSD,6,187.08,"Oct 20, 2024"
ORD-001887,CUST-0069, monitor ,2,120.45,01-08-2025
ORD-001047,CUST-0023, headset ,3,46.32,11-01-2025
ORD-004268,CUST-0349,notebook,4,5.50,2025-01-25
ORD-002649,CUST-0054,External Ssd,7,77.54,29/03/2025
ORD-003439,CUST-0122, monitor ,3,185.71,08-09-2025
ORD-000113,CUST-0323,Desk Lamp,8,18.46,11/02/2025
ORD-001643,CUST-0245, desk lamp ,4,59.52,09-08-2025
ORD-003329,CUST-0236,Usb-C Hub,6,79.21,03/03/2024
ORD-000326,CUST-0211,WEBCAM,6,,"Mar 25, 2024"
ORD-000449,CUST-0287,Wireless Mouse,7,40.17,30/07/2025
ORD-001480,CUST-0270,mechanical keyboard,1,72.82,2024-09-17
ORD-000686,CUST-0353,LAPTOP STAND,5,43.53,"Jul 19, 2025"
ORD-002259,CUST-0287, monitor ,2,344.82,07-11-2024
ORD-002886,CUST-0380,WEBCAM,2,127.58,"Aug 05, 2025"
ORD-002308,CUST-0309,wireless mouse,7,23.31,2025-03-17
ORD-000916,CUST-0128,headset,5,156.45,2024-12-22
ORD-000397,CUST-0139,External Ssd,4,68.28,18/12/2025
ORD-001363,CUST-0398, wireless mouse ,3,32.00,07-29-2025
ORD-000613,CUST-0178,Laptop Stand,1,53.68,19/04/2025
ORD-002095,CUST-0263, external ssd ,4,81.33,04-08-2025
ORD-001339,CUST-0165, usb-c hub ,7,42.58,08-31-2025
ORD-004845,CUST-0384,Desk Lamp,2,38.01,13/03/2024
ORD-002103,CUST-0182, wireless mouse ,4,35.45,08-24-2024
ORD-001626,CUST-0232,USB-C HUB,1,37.16,"Sep 06, 2025"
ORD-001503,CUST-0395, laptop stand ,4,25.66,02-10-2025
ORD-000284,CUST-0088,notebook,8,9.80,2025-07-09
ORD-003738,CUST-0297,USB-C HUB,6,62.94,
ORD-001278,CUST-0118,EXTERNAL SSD,1,141.17,"Nov 19, 2024"
ORD-001927,CUST-0331, headset ,8,84.21,03-24-2024
ORD-002682,CUST-0326,DESK LAMP,,42.95,"Jun 27, 2025"
ORD-004690,CUST-0337,USB-C HUB,3,27.62,"Feb 11, 2025"
ORD-002427,CUST-0054, webcam ,3,100.47,07-23-2024
ORD-004647,CUST-0200, webcam ,1,119.05,11-30-2024
ORD-001746,CUST-0094,NOTEBOOK,3,7.74,"Jun 09, 2024"
ORD-004200,CUST-0013,mechanical keyboard,8,179.25,2024-06-19
ORD-004501,CUST-0090,Mechanical Keyboard,6,105.71,09/08/2024
ORD-003725,CUST-0101,Desk Lamp,,56.67,02/02/2024
ORD-001138,CUST-0199,USB-C HUB,8,86.91,"Nov 16, 2024"
ORD-000903,CUST-0040, monitor ,5,239.22,01-31-2024
ORD-000564,CUST-0309,webcam,5,121.06,2025-09-10
ORD-001831,CUST-0375, monitor ,6,145.54,11-19-2025
ORD-000714,CUST-0362,DESK LAMP,4,27.60,"Oct 22, 2025"
ORD-003202,CUST-0053,USB-C HUB,4,65.39,"Mar 17, 2025"
ORD-001325,CUST-0368,Wireless Mouse,4,25.08,27/03/2024
ORD-000352,CUST-0092,external ssd,8,134.91,2025-01-27
ORD-002597,CUST-0137,Notebook,2,6.80,27/01/2024
ORD-003384,CUST-0100,usb-c hub,7,54.29,2025-11-10
ORD-001356,CUST-0060,mechanical keyboard,6,90.90,2025-08-05
ORD-000243,CUST-0021, notebook ,6,13.33,11-26-2024
ORD-004783,CUST-0089, desk lamp ,2,43.48,01-28-2024
ORD-000549,CUST-0012,Notebook,7,6.89,24/07/2025
ORD-003968,CUST-0374,headset,5,82.28,2025-06-01
ORD-000242,CUST-0300,MECHANICAL KEYBOARD,7,74.25,"Dec 24, 2025"
ORD-002580,CUST-0277,usb-c hub,3,46.40,2024-12-07
ORD-004367,CUST-0035, usb-c hub ,3,82.43,10-11-2025
ORD-000745,CUST-0006,Webcam,,82.26,19/05/2024
ORD-002640,CUST-0052,desk lamp,4,59.08,2024-11-05
ORD-000184,CUST-0396,mechanical keyboard,6,65.04,2024-02-18
ORD-003580,CUST-0352,notebook,6,10.15,2024-03-22
ORD-000777,CUST-0333,External Ssd,8,189.10,06/05/2024
ORD-002805,CUST-0399,External Ssd,1,47.26,29/04/2025
ORD-000988,CUST-0052,desk lamp,4,55.30,2024-03-12
ORD-002178,CUST-0195,WIRELESS MOUSE,8,27.65,"Nov 03, 2024"
ORD-003884,CUST-0303,notebook,2,7.39,2025-12-17
ORD-000195,CUST-0068, webcam ,1,91.60,07-06-2025
ORD-000205,CUST-0257,Laptop Stand,4,61.31,02/05/2025
ORD-003097,CUST-0151,Mechanical Keyboard,1,,05/08/2025
ORD-002432,CUST-0044,external ssd,6,117.68,2024-09-03
ORD-000531,CUST-0119, wireless mouse ,1,38.76,10-20-2024
ORD-004496,CUST-0224,notebook,7,6.69,2025-07-14
ORD-003116,CUST-0308,laptop stand,3,43.27,2025-07-24
ORD-001235,CUST-0308, desk lamp ,1,33.25,04-12-2025
ORD-002809,CUST-0323,Headset,5,96.02,28/05/2025
ORD-000281,CUST-0106,Mechanical Keyboard,5,86.53,09/12/2025
ORD-004712,CUST-0069,headset,8,52.75,2024-03-14
ORD-003480,CUST-0352,wireless mouse,5,25.76,2025-04-05
ORD-000812,CUST-0149,mechanical keyboard,5,138.52,2025-12-31
ORD-000604,CUST-0020,headset,6,146.05,2024-11-23
ORD-004318,CUST-0186,DESK LAMP,3,44.03,"Aug 21, 2025"
ORD-002937,CUST-0297,Headset,3,129.05,
ORD-001782,CUST-0060,LAPTOP STAND,7,21.21,"Aug 19, 2025"
ORD-004366,CUST-0214,LAPTOP STAND,3,22.06,"Jul 28, 2025"
ORD-003677,CUST-0008,Wireless Mouse,4,31.42,13/08/2024
ORD-002970,CUST-0399,MONITOR,6,384.90,"Jul 02, 2024"
ORD-002443,CUST-0372, monitor ,1,208.64,05-22-2025
ORD-000107,CUST-0172, desk lamp ,5,51.69,05-31-2024
ORD-003531,CUST-0151, notebook ,2,8.06,06-25-2024
ORD-003438,CUST-0001,HEADSET,7,132.04,"May 23, 2025"
ORD-003058,CUST-0093,USB-C HUB,1,56.58,"Sep 11, 2024"
ORD-002856,CUST-0193,monitor,1,175.31,2024-09-28
ORD-003359,CUST-0176, notebook ,6,8.22,02-22-2025
ORD-003150,CUST-0173,WEBCAM,5,108.77,"Feb 22, 2024"
ORD-000142,CUST-0102,DESK LAMP,6,42.12,"Aug 03, 2025"
ORD-002904,CUST-0366,wireless mouse,8,42.59,2025-07-06
ORD-001297,CUST-0285,Headset,1,35.49,07/04/2024
ORD-004228,CUST-0382,external ssd,5,52.53,2025-12-12
ORD-004789,CUST-0030,Usb-C Hub,3,29.12,26/09/2025
ORD-004718,CUST-0196,NOTEBOOK,3,11.69,"Jul 29, 2024"
ORD-004072,CUST-0206,webcam,7,44.58,2025-09-19
ORD-004211,CUST-0257, usb-c hub ,8,64.66,11-25-2025
ORD-002477,CUST-0182,Webcam,3,86.83,01/01/2025
ORD-002547,CUST-0125, laptop stand ,1,57.34,01-25-2024
ORD-001130,CUST-0163,HEADSET,1,151.67,"Dec 14, 2024"
ORD-002145,CUST-0180,Monitor,7,174.37,06/09/2024
ORD-004755,CUST-0212, external ssd ,4,128.88,09-22-2025
ORD-002758,CUST-0389,MONITOR,5,427.74,"Mar 30, 2024"
ORD-002342,CUST-0233,MONITOR,8,419.47,"Aug 18, 2025"
ORD-000568,CUST-0094,laptop stand,2,73.77,2025-12-26
ORD-000620,CUST-0071,notebook,6,8.44,2024-04-05
ORD-000386,CUST-0369,USB-C HUB,6,73.96,"Jun 13, 2024"
ORD-002955,CUST-0209, laptop stand ,2,68.93,01-11-2024
ORD-002301,CUST-0221,Notebook,8,3.07,20/10/2025
ORD-002823,CUST-0149, headset ,5,155.58,10-21-2025
ORD-003708,CUST-0249,wireless mouse,7,18.77,2025-08-23
ORD-002015,CUST-0264, laptop stand ,1,38.53,07-07-2024
ORD-004672,CUST-0190,external ssd,4,123.66,2024-03-18
ORD-001212,,usb-c hub,2,77.30,2025-08-23
ORD-004680,CUST-0054,notebook,5,12.80,2025-12-06
ORD-002418,CUST-0343,MONITOR,6,438.38,"Oct 01, 2025"
ORD-002764,CUST-0372,monitor,6,312.25,2025-04-28
ORD-001708,CUST-0382,monitor,3,379.75,2025-03-18
ORD-002942,CUST-0080,MECHANICAL KEYBOARD,1,83.61,"Feb 19, 2024"
ORD-003450,CUST-0247,HEADSET,3,56.96,"Apr 24, 2024"
ORD-000795,CUST-0097, monitor ,4,308.01,04-29-2024
ORD-002572,CUST-0084,webcam,8,111.39,2025-11-09
ORD-001180,CUST-0159,usb-c hub,4,72.70,2024-11-17
ORD-003024,CUST-0080,headset,2,89.15,2025-07-06
ORD-000632,CUST-0139,external ssd,6,185.89,2024-03-29
ORD-000428,CUST-0064,notebook,5,7.44,2025-07-01
ORD-003915,CUST-0252, notebook ,3,9.84,03-21-2024
ORD-004110,CUST-0346,,7,124.26,"Sep 18, 2024"
ORD-004078,CUST-0027,LAPTOP STAND,6,49.69,"Feb 01, 2024"
ORD-004140,CUST-0047,notebook,5,12.32,2025-03-04
ORD-002971,CUST-0276, external ssd ,7,169.93,10-30-2024
ORD-004527,CUST-0373, desk lamp ,2,48.37,04-14-2025
ORD-000896,CUST-0242,webcam,6,106.51,2024-04-25
ORD-000070,CUST-0127,WEBCAM,8,72.29,"Oct 23, 2025"
ORD-003446,CUST-0139,MONITOR,1,330.22,"Apr 24, 2025"
ORD-003909,CUST-0259,Webcam,8,76.34,04/03/2024
ORD-001189,CUST-0277,Laptop Stand,7,38.72,18/10/2025
ORD-004051,CUST-0255, monitor ,7,314.78,10-25-2025
ORD-002133,CUST-0283,Headset,6,126.11,12/09/2024
ORD-000936,CUST-0134,headset,2,154.79,2024-03-17
ORD-004007,CUST-0073, laptop stand ,1,54.35,09-24-2025
ORD-003525,CUST-0133,Desk Lamp,1,47.63,27/08/2024
ORD-003061,CUST-0348,External Ssd,4,115.48,09/10/2024
ORD-004616,CUST-0225,external ssd,1,192.09,2025-07-18
ORD-001997,CUST-0346,Usb-C Hub,4,85.35,23/10/2025
ORD-001601,CUST-0341,Desk Lamp,4,57.19,30/04/2024
ORD-001242,CUST-0275,USB-C HUB,6,48.05,"Mar 26, 2024"
ORD-004592,CUST-0003,external ssd,1,96.65,2024-08-05
