order_id,customer_id,product,quantity,price,order_date,order_value,month,is_large_order
ORD-003957,CUST-0008,external ssd,1,176.01,2024-04-29,176.01,4,False
ORD-004316,CUST-0362,notebook,2,9.23,2024-02-27,18.46,2,False
ORD-004340,CUST-0187,usb-c hub,2,50.19,2025-11-09,100.38,11,False
ORD-002923,CUST-0364,webcam,3,114.74,2024-06-11,344.21999999999997,6,False
ORD-000754,CUST-0356,external ssd,2,148.96,2025-09-07,297.92,9,False
ORD-004033,CUST-0025,mechanical keyboard,1,70.86,2024-04-18,70.86,4,False
ORD-000228,CUST-0337,webcam,6,31.0,2025-05-16,186.0,5,False
ORD-002993,CUST-0297,external ssd,5,132.13,2024-04-26,660.65,4,True
ORD-000207,CUST-0210,desk lamp,6,50.29,2024-02-14,301.74,2,False
ORD-000256,CUST-0018,headset,3,126.82,2024-09-27,380.46,9,False
ORD-003802,CUST-0253,wireless mouse,4,37.1,2025-09-21,148.4,9,False
ORD-003598,CUST-0168,headset,5,146.63,2025-11-20,733.15,11,True
ORD-002348,CUST-0098,desk lamp,3,39.9,2024-02-07,119.69999999999999,2,False
ORD-001822,CUST-0199,usb-c hub,5,59.31,2025-03-11,296.55,3,False
ORD-001510,CUST-0169,headset,6,137.93,2025-03-27,827.58,3,True
ORD-002920,CUST-0218,notebook,2,10.95,2025-09-20,21.9,9,False
ORD-001117,CUST-0355,usb-c hub,3,83.68,2024-07-06,251.04000000000002,7,False
ORD-000021,CUST-0181,desk lamp,2,39.92,2025-10-06,79.84,10,False
ORD-003715,CUST-0112,notebook,3,6.66,2025-04-18,19.98,4,False
ORD-000877,CUST-0257,monitor,6,420.31,2025-08-20,2521.86,8,True
ORD-000297,CUST-0083,wireless mouse,8,28.65,2024-01-10,229.2,1,False
ORD-004773,CUST-0058,mechanical keyboard,6,81.66,2024-06-09,489.96,6,True
ORD-004243,CUST-0255,headset,3,104.64,2024-08-03,313.92,8,False
ORD-004807,CUST-0009,webcam,7,129.48,2024-08-24,906.3599999999999,8,True
ORD-001427,CUST-0117,external ssd,6,148.8,2025-02-24,892.8000000000001,2,True
ORD-000375,CUST-0310,desk lamp,2,36.37,2024-01-13,72.74,1,False
ORD-003530,CUST-0278,usb-c hub,2,54.77,2025-01-31,109.54,1,False
ORD-003219,CUST-0169,headset,5,87.91,2025-08-19,439.54999999999995,8,True
ORD-004775,CUST-0133,external ssd,1,45.88,2024-05-29,45.88,5,False
ORD-000518,CUST-0143,notebook,7,9.98,2024-12-23,69.86,12,False
ORD-001973,CUST-0008,monitor,5,390.76,2024-06-09,1953.8,6,True
ORD-000488,CUST-0233,external ssd,7,181.87,2024-02-23,1273.0900000000001,2,True
ORD-003399,CUST-0251,wireless mouse,5,25.32,2024-07-16,126.6,7,False
ORD-003773,CUST-0277,external ssd,1,195.92,2025-03-29,195.92,3,False
ORD-003053,CUST-0390,monitor,2,372.16,2025-08-12,744.32,8,True
ORD-002676,CUST-0142,usb-c hub,7,42.77,2024-09-09,299.39000000000004,9,False
ORD-000308,CUST-0018,headset,3,43.02,2024-02-09,129.06,2,False
ORD-002189,CUST-0179,wireless mouse,7,20.84,2024-09-22,145.88,9,False
ORD-000192,CUST-0188,external ssd,1,96.83,2025-11-12,96.83,11,False
ORD-004079,CUST-0142,monitor,3,284.18,2024-12-01,852.54,12,True
ORD-001030,CUST-0241,headset,8,86.96,2025-08-23,695.68,8,True
ORD-003774,CUST-0314,notebook,4,5.82,2024-12-26,23.28,12,False
ORD-000790,CUST-0048,wireless mouse,7,37.74,2024-04-18,264.18,4,False
ORD-001100,CUST-0255,notebook,8,8.52,2025-02-04,68.16,2,False
ORD-001719,CUST-0084,usb-c hub,4,81.84,2024-10-23,327.36,10,False
ORD-004778,CUST-0158,webcam,1,66.6,2024-12-01,66.6,12,False
ORD-002277,CUST-0230,wireless mouse,5,39.78,2024-11-29,198.9,11,False
ORD-003039,CUST-0352,external ssd,1,93.44,2025-07-10,93.44,7,False
ORD-001292,CUST-0312,monitor,4,437.86,2024-06-18,1751.44,6,True
ORD-002392,CUST-0170,usb-c hub,6,64.16,2025-04-07,384.96,4,False
ORD-001265,CUST-0083,monitor,6,221.15,2024-06-25,1326.9,6,True
ORD-002541,CUST-0252,headset,7,103.55,2024-10-06,724.85,10,True
ORD-003640,CUST-0344,headset,3,145.17,2025-11-02,435.51,11,True
ORD-000370,CUST-0185,wireless mouse,6,25.04,2024-04-29,150.24,4,False
ORD-004255,CUST-0050,external ssd,5,208.24,2025-12-11,1041.2,12,True
ORD-002173,CUST-0398,webcam,8,88.57,2024-10-12,708.56,10,True
ORD-003383,CUST-0326,laptop stand,1,51.96,2025-01-06,51.96,1,False
ORD-002696,CUST-0231,webcam,8,66.41,2025-11-15,531.28,11,True
ORD-002039,CUST-0262,wireless mouse,3,35.1,2025-01-02,105.30000000000001,1,False
ORD-000131,CUST-0276,desk lamp,6,40.06,2025-04-21,240.36,4,False
ORD-002499,CUST-0213,usb-c hub,8,42.24,2024-03-09,337.92,3,False
ORD-000396,CUST-0021,desk lamp,2,39.14,2024-11-18,78.28,11,False
ORD-003932,CUST-0382,external ssd,1,162.44,2024-12-30,162.44,12,False
ORD-000237,CUST-0352,usb-c hub,4,68.34,2024-07-02,273.36,7,False
ORD-002797,CUST-0205,notebook,8,8.14,2024-01-10,65.12,1,False
ORD-002377,CUST-0035,wireless mouse,3,43.73,2024-09-19,131.19,9,False
ORD-002253,CUST-0060,wireless mouse,8,33.17,2024-06-06,265.36,6,False
ORD-002961,CUST-0281,desk lamp,1,61.83,2025-11-06,61.83,11,False
ORD-000929,CUST-0181,laptop stand,7,72.01,2025-05-19,504.07000000000005,5,True
ORD-004329,CUST-0028,external ssd,5,170.52,2024-06-03,852.6,6,True
ORD-001683,CUST-0232,desk lamp,7,43.29,2024-01-04,303.03,1,False
ORD-002655,CUST-0235,mechanical keyboard,2,174.95,2024-12-10,349.9,12,False
ORD-001751,CUST-0176,notebook,7,5.12,2025-05-14,35.84,5,False
ORD-003451,CUST-0377,laptop stand,6,43.43,2024-05-23,260.58,5,False
ORD-001291,CUST-0297,laptop stand,3,43.32,2024-09-30,129.96,9,False
ORD-001856,CUST-0062,mechanical keyboard,4,70.96,2024-05-21,283.84,5,False
ORD-004054,CUST-0323,external ssd,2,77.06,2025-12-27,154.12,12,False
ORD-004472,CUST-0329,desk lamp,3,25.93,2025-05-16,77.78999999999999,5,False
ORD-004456,CUST-0064,usb-c hub,1,38.93,2024-01-15,38.93,1,False
ORD-003134,CUST-0315,headset,6,27.11,2024-04-21,162.66,4,False
ORD-004528,CUST-0013,notebook,5,11.76,2025-10-30,58.8,10,False
ORD-000552,CUST-0019,external ssd,6,190.63,2024-04-11,1143.78,4,True
ORD-001446,CUST-0053,headset,4,56.53,2024-07-22,226.12,7,False
ORD-001457,CUST-0234,desk lamp,8,53.65,2025-06-24,429.2,6,True
ORD-004184,CUST-0084,headset,3,118.59,2024-08-08,355.77,8,False
ORD-002589,CUST-0005,webcam,5,49.96,2025-04-25,249.8,4,False
ORD-004508,CUST-0313,wireless mouse,2,18.82,2024-02-20,37.64,2,False
ORD-001543,CUST-0133,external ssd,4,119.27,2025-12-19,477.08,12,True
ORD-003759,CUST-0030,mechanical keyboard,5,77.97,2025-05-29,389.85,5,False
ORD-001371,CUST-0200,monitor,8,442.37,2024-11-15,3538.96,11,True
ORD-000857,CUST-0337,monitor,5,153.28,2024-02-12,766.4,2,True
ORD-000251,CUST-0312,laptop stand,6,61.73,2025-04-03,370.38,4,False
ORD-002568,CUST-0275,headset,2,87.61,2024-10-25,175.22,10,False
ORD-003154,CUST-0336,usb-c hub,4,73.48,2024-06-15,293.92,6,False
ORD-001705,CUST-0353,headset,7,62.1,2025-02-21,434.7,2,True
ORD-002752,CUST-0328,webcam,7,69.46,2024-01-06,486.21999999999997,1,True
ORD-002810,CUST-0243,laptop stand,6,62.58,2025-03-11,375.48,3,False
ORD-004499,CUST-0334,webcam,5,103.86,2025-05-17,519.3,5,True
ORD-001992,CUST-0093,monitor,5,162.12,2025-05-21,810.6,5,True
ORD-003421,CUST-0086,notebook,6,3.64,2025-09-23,21.84,9,False
ORD-000526,CUST-0232,desk lamp,3,37.94,2025-05-08,113.82,5,False
ORD-003810,CUST-0238,usb-c hub,8,87.97,2024-01-15,703.76,1,True
ORD-004354,CUST-0248,notebook,2,6.48,2025-09-25,12.96,9,False
ORD-001071,CUST-0128,usb-c hub,7,60.65,2024-12-06,424.55,12,True
ORD-001311,CUST-0008,monitor,1,272.42,2025-05-12,272.42,5,False
ORD-001392,CUST-0240,headset,8,151.68,2025-11-13,1213.44,11,True
ORD-003618,CUST-0153,wireless mouse,5,21.1,2025-04-25,105.5,4,False
ORD-003012,CUST-0027,mechanical keyboard,4,138.26,2024-12-08,553.04,12,True
ORD-002170,CUST-0098,wireless mouse,4,26.67,2025-06-06,106.68,6,False
ORD-002198,CUST-0262,wireless mouse,5,17.84,2025-11-21,89.2,11,False
ORD-001101,CUST-0281,webcam,3,71.01,2024-12-22,213.03000000000003,12,False
ORD-004566,CUST-0028,mechanical keyboard,6,60.38,2025-04-17,362.28000000000003,4,False
ORD-002555,CUST-0148,laptop stand,5,35.18,2024-11-13,175.9,11,False
ORD-004633,CUST-0064,headset,2,35.4,2024-03-15,70.8,3,False
ORD-001199,CUST-0329,headset,6,70.58,2024-10-29,423.48,10,True
ORD-002921,CUST-0129,usb-c hub,4,88.74,2024-06-21,354.96,6,False
ORD-004529,CUST-0254,headset,8,159.15,2024-04-09,1273.2,4,True
ORD-003490,CUST-0086,monitor,4,280.12,2024-06-28,1120.48,6,True
ORD-003200,CUST-0198,laptop stand,8,33.07,2025-09-02,264.56,9,False
ORD-000588,CUST-0041,headset,8,62.44,2024-03-05,499.52,3,True
ORD-002830,CUST-0251,monitor,5,212.87,2024-09-13,1064.35,9,True
ORD-003726,CUST-0133,external ssd,5,158.0,2024-06-28,790.0,6,True
ORD-001158,CUST-0351,headset,4,81.05,2024-09-30,324.2,9,False
ORD-000492,CUST-0008,webcam,6,73.88,2024-06-03,443.28,6,True
ORD-002761,CUST-0081,external ssd,4,76.85,2024-12-13,307.4,12,False
ORD-002986,CUST-0228,headset,7,137.64,2024-02-25,963.4799999999999,2,True
ORD-004418,CUST-0372,monitor,4,174.77,2025-12-01,699.08,12,True
ORD-001874,CUST-0098,headset,4,30.92,2024-05-07,123.68,5,False
ORD-000064,CUST-0390,desk lamp,3,40.8,2025-09-12,122.39999999999999,9,False
ORD-004280,CUST-0233,notebook,3,14.97,2024-03-25,44.910000000000004,3,False
ORD-004325,CUST-0332,mechanical keyboard,5,108.61,2024-09-28,543.05,9,True
ORD-002615,CUST-0303,headset,6,98.52,2024-07-28,591.12,7,True
ORD-004518,CUST-0102,monitor,8,419.9,2024-01-25,3359.2,1,True
ORD-004224,CUST-0334,headset,7,106.77,2025-11-08,747.39,11,True
ORD-000028,CUST-0058,monitor,4,300.08,2024-01-13,1200.32,1,True
ORD-002220,CUST-0082,wireless mouse,1,21.15,2024-10-18,21.15,10,False
ORD-003177,CUST-0036,laptop stand,3,39.58,2025-11-30,118.74,11,False
ORD-000937,CUST-0334,usb-c hub,7,68.91,2024-08-24,482.37,8,True
ORD-000092,CUST-0200,webcam,7,107.18,2025-08-14,750.26,8,True
ORD-003557,CUST-0288,desk lamp,1,42.54,2024-01-18,42.54,1,False
ORD-004842,CUST-0202,external ssd,5,140.96,2025-01-26,704.8000000000001,1,True
ORD-003246,CUST-0317,desk lamp,6,64.22,2025-06-21,385.32,6,False
ORD-002642,CUST-0053,external ssd,6,193.1,2024-01-04,1158.6,1,True
ORD-001267,CUST-0226,webcam,3,74.5,2024-08-16,223.5,8,False
ORD-003491,CUST-0017,webcam,2,57.99,2024-01-23,115.98,1,False
ORD-002024,CUST-0160,monitor,6,354.79,2025-05-09,2128.7400000000002,5,True
ORD-000697,CUST-0152,mechanical keyboard,8,171.26,2024-12-10,1370.08,12,True
ORD-001985,CUST-0029,wireless mouse,8,18.59,2024-08-27,148.72,8,False
ORD-004745,CUST-0330,monitor,7,171.44,2025-08-14,1200.08,8,True
ORD-001107,CUST-0335,monitor,8,364.27,2025-02-01,2914.16,2,True
ORD-001290,CUST-0395,monitor,7,159.45,2024-09-23,1116.1499999999999,9,True
ORD-000708,CUST-0205,webcam,7,120.31,2024-08-30,842.1700000000001,8,True
ORD-000887,CUST-0010,mechanical keyboard,7,136.28,2025-09-26,953.96,9,True
ORD-001906,CUST-0035,external ssd,1,100.89,2024-02-29,100.89,2,False
ORD-004124,CUST-0011,wireless mouse,2,34.78,2025-12-18,69.56,12,False
ORD-004828,CUST-0023,laptop stand,4,26.69,2024-10-19,106.76,10,False
ORD-004266,CUST-0361,headset,1,121.72,2024-01-16,121.72,1,False
ORD-003337,CUST-0265,usb-c hub,2,80.16,2024-07-31,160.32,7,False
ORD-000558,CUST-0046,usb-c hub,2,40.57,2025-06-10,81.14,6,False
ORD-001170,CUST-0131,external ssd,6,138.47,2024-12-02,830.8199999999999,12,True
ORD-003791,CUST-0062,desk lamp,6,39.05,2025-06-30,234.29999999999998,6,False
ORD-003417,CUST-0316,headset,2,39.51,2024-10-16,79.02,10,False
ORD-000254,CUST-0226,external ssd,1,70.27,2025-10-09,70.27,10,False
ORD-003441,CUST-0376,notebook,7,3.79,2025-01-15,26.53,1,False
ORD-000698,CUST-0358,external ssd,6,187.08,2024-10-20,1122.48,10,True
ORD-001887,CUST-0069,monitor,2,120.45,2025-08-01,240.9,8,False
ORD-001047,CUST-0023,headset,3,46.32,2025-01-11,138.96,1,False
ORD-004268,CUST-0349,notebook,4,5.5,2025-01-25,22.0,1,False
ORD-002649,CUST-0054,external ssd,7,77.54,2025-03-29,542.7800000000001,3,True
ORD-003439,CUST-0122,monitor,3,185.71,2025-09-08,557.13,9,True
ORD-000113,CUST-0323,desk lamp,8,18.46,2025-02-11,147.68,2,False
ORD-001643,CUST-0245,desk lamp,4,59.52,2025-08-09,238.08,8,False
ORD-003329,CUST-0236,usb-c hub,6,79.21,2024-03-03,475.26,3,True
ORD-000326,CUST-0211,webcam,6,63.21,2024-03-25,379.26,3,False
ORD-000449,CUST-0287,wireless mouse,7,40.17,2025-07-30,281.19,7,False
ORD-001480,CUST-0270,mechanical keyboard,1,72.82,2024-09-17,72.82,9,False
ORD-000686,CUST-0353,laptop stand,5,43.53,2025-07-19,217.65,7,False
ORD-002259,CUST-0287,monitor,2,344.82,2024-11-07,689.64,11,True
ORD-002886,CUST-0380,webcam,2,127.58,2025-08-05,255.16,8,False
ORD-002308,CUST-0309,wireless mouse,7,23.31,2025-03-17,163.17,3,False
ORD-000916,CUST-0128,headset,5,156.45,2024-12-22,782.25,12,True
ORD-000397,CUST-0139,external ssd,4,68.28,2025-12-18,273.12,12,False
ORD-001363,CUST-0398,wireless mouse,3,32.0,2025-07-29,96.0,7,False
ORD-000613,CUST-0178,laptop stand,1,53.68,2025-04-19,53.68,4,False
ORD-002095,CUST-0263,external ssd,4,81.33,2025-08-04,325.32,8,False
ORD-001339,CUST-0165,usb-c hub,7,42.58,2025-08-31,298.06,8,False
ORD-004845,CUST-0384,desk lamp,2,38.01,2024-03-13,76.02,3,False
ORD-002103,CUST-0182,wireless mouse,4,35.45,2024-08-24,141.8,8,False
ORD-001626,CUST-0232,usb-c hub,1,37.16,2025-09-06,37.16,9,False
ORD-001503,CUST-0395,laptop stand,4,25.66,2025-10-02,102.64,10,False
ORD-000284,CUST-0088,notebook,8,9.8,2025-09-07,78.4,9,False
ORD-001278,CUST-0118,external ssd,1,141.17,2024-11-19,141.17,11,False
ORD-001927,CUST-0331,headset,8,84.21,2024-03-24,673.68,3,True
ORD-004690,CUST-0337,usb-c hub,3,27.62,2025-02-11,82.86,2,False
ORD-002427,CUST-0054,webcam,3,100.47,2024-07-23,301.40999999999997,7,False
ORD-004647,CUST-0200,webcam,1,119.05,2024-11-30,119.05,11,False
ORD-001746,CUST-0094,notebook,3,7.74,2024-06-09,23.22,6,False
ORD-004200,CUST-0013,mechanical keyboard,8,179.25,2024-06-19,1434.0,6,True
ORD-004501,CUST-0090,mechanical keyboard,6,105.71,2024-08-09,634.26,8,True
ORD-001138,CUST-0199,usb-c hub,8,86.91,2024-11-16,695.28,11,True
ORD-000903,CUST-0040,monitor,5,239.22,2024-01-31,1196.1,1,True
ORD-000564,CUST-0309,webcam,5,121.06,2025-10-09,605.3,10,True
ORD-001831,CUST-0375,monitor,6,145.54,2025-11-19,873.24,11,True
ORD-000714,CUST-0362,desk lamp,4,27.6,2025-10-22,110.4,10,False
ORD-003202,CUST-0053,usb-c hub,4,65.39,2025-03-17,261.56,3,False
ORD-001325,CUST-0368,wireless mouse,4,25.08,2024-03-27,100.32,3,False
ORD-000352,CUST-0092,external ssd,8,134.91,2025-01-27,1079.28,1,True
ORD-002597,CUST-0137,notebook,2,6.8,2024-01-27,13.6,1,False
ORD-003384,CUST-0100,usb-c hub,7,54.29,2025-10-11,380.03,10,False
ORD-001356,CUST-0060,mechanical keyboard,6,90.9,2025-05-08,545.4000000000001,5,True
ORD-000243,CUST-0021,notebook,6,13.33,2024-11-26,79.98,11,False
ORD-004783,CUST-0089,desk lamp,2,43.48,2024-01-28,86.96,1,False
ORD-000549,CUST-0012,notebook,7,6.89,2025-07-24,48.23,7,False
ORD-003968,CUST-0374,headset,5,82.28,2025-01-06,411.4,1,True
ORD-000242,CUST-0300,mechanical keyboard,7,74.25,2025-12-24,519.75,12,True
ORD-002580,CUST-0277,usb-c hub,3,46.4,2024-07-12,139.2,7,False
ORD-004367,CUST-0035,usb-c hub,3,82.43,2025-11-10,247.29000000000002,11,False
ORD-002640,CUST-0052,desk lamp,4,59.08,2024-05-11,236.32,5,False
ORD-000184,CUST-0396,mechanical keyboard,6,65.04,2024-02-18,390.24,2,False
ORD-003580,CUST-0352,notebook,6,10.15,2024-03-22,60.900000000000006,3,False
ORD-000777,CUST-0333,external ssd,8,189.1,2024-05-06,1512.8,5,True
ORD-002805,CUST-0399,external ssd,1,47.26,2025-04-29,47.26,4,False
ORD-000988,CUST-0052,desk lamp,4,55.3,2024-12-03,221.2,12,False
ORD-002178,CUST-0195,wireless mouse,8,27.65,2024-11-03,221.2,11,False
ORD-003884,CUST-0303,notebook,2,7.39,2025-12-17,14.78,12,False
ORD-000195,CUST-0068,webcam,1,91.6,2025-06-07,91.6,6,False
ORD-000205,CUST-0257,laptop stand,4,61.31,2025-05-02,245.24,5,False
ORD-003097,CUST-0151,mechanical keyboard,1,63.21,2025-08-05,63.21,8,False
ORD-002432,CUST-0044,external ssd,6,117.68,2024-03-09,706.08,3,True
ORD-000531,CUST-0119,wireless mouse,1,38.76,2024-10-20,38.76,10,False
ORD-004496,CUST-0224,notebook,7,6.69,2025-07-14,46.830000000000005,7,False
ORD-003116,CUST-0308,laptop stand,3,43.27,2025-07-24,129.81,7,False
ORD-001235,CUST-0308,desk lamp,1,33.25,2025-12-04,33.25,12,False
ORD-002809,CUST-0323,headset,5,96.02,2025-05-28,480.09999999999997,5,True
ORD-000281,CUST-0106,mechanical keyboard,5,86.53,2025-12-09,432.65,12,True
ORD-004712,CUST-0069,headset,8,52.75,2024-03-14,422.0,3,True
ORD-003480,CUST-0352,wireless mouse,5,25.76,2025-05-04,128.8,5,False
ORD-000812,CUST-0149,mechanical keyboard,5,138.52,2025-12-31,692.6,12,True
ORD-000604,CUST-0020,headset,6,146.05,2024-11-23,876.3000000000001,11,True
ORD-004318,CUST-0186,desk lamp,3,44.03,2025-08-21,132.09,8,False
ORD-001782,CUST-0060,laptop stand,7,21.21,2025-08-19,148.47,8,False
ORD-004366,CUST-0214,laptop stand,3,22.06,2025-07-28,66.17999999999999,7,False
ORD-003677,CUST-0008,wireless mouse,4,31.42,2024-08-13,125.68,8,False
ORD-002970,CUST-0399,monitor,6,384.9,2024-07-02,2309.3999999999996,7,True
ORD-002443,CUST-0372,monitor,1,208.64,2025-05-22,208.64,5,False
ORD-000107,CUST-0172,desk lamp,5,51.69,2024-05-31,258.45,5,False
ORD-003531,CUST-0151,notebook,2,8.06,2024-06-25,16.12,6,False
ORD-003438,CUST-0001,headset,7,132.04,2025-05-23,924.28,5,True
ORD-003058,CUST-0093,usb-c hub,1,56.58,2024-09-11,56.58,9,False
ORD-002856,CUST-0193,monitor,1,175.31,2024-09-28,175.31,9,False
ORD-003359,CUST-0176,notebook,6,8.22,2025-02-22,49.32000000000001,2,False
ORD-003150,CUST-0173,webcam,5,108.77,2024-02-22,543.85,2,True
ORD-000142,CUST-0102,desk lamp,6,42.12,2025-08-03,252.71999999999997,8,False
ORD-002904,CUST-0366,wireless mouse,8,42.59,2025-06-07,340.72,6,False
ORD-001297,CUST-0285,headset,1,35.49,2024-04-07,35.49,4,False
ORD-004228,CUST-0382,external ssd,5,52.53,2025-12-12,262.65,12,False
ORD-004789,CUST-0030,usb-c hub,3,29.12,2025-09-26,87.36,9,False
ORD-004718,CUST-0196,notebook,3,11.69,2024-07-29,35.07,7,False
ORD-004072,CUST-0206,webcam,7,44.58,2025-09-19,312.06,9,False
ORD-004211,CUST-0257,usb-c hub,8,64.66,2025-11-25,517.28,11,True
ORD-002477,CUST-0182,webcam,3,86.83,2025-01-01,260.49,1,False
ORD-002547,CUST-0125,laptop stand,1,57.34,2024-01-25,57.34,1,False
ORD-001130,CUST-0163,headset,1,151.67,2024-12-14,151.67,12,False
ORD-002145,CUST-0180,monitor,7,174.37,2024-09-06,1220.5900000000001,9,True
ORD-004755,CUST-0212,external ssd,4,128.88,2025-09-22,515.52,9,True
ORD-002758,CUST-0389,monitor,5,427.74,2024-03-30,2138.7,3,True
ORD-002342,CUST-0233,monitor,8,419.47,2025-08-18,3355.76,8,True
